"value","description","date","geography","sex","age","source_file"
70417,"patients waiting less than 26 weeks (all stages of pathway)",2022-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
64102,"patients waiting less than 26 weeks (all stages of pathway)",2022-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
56515,"patients waiting less than 26 weeks (all stages of pathway)",2022-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
49692,"patients waiting less than 26 weeks (all stages of pathway)",2021-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
42616,"patients waiting less than 26 weeks (all stages of pathway)",2021-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
35568,"patients waiting less than 26 weeks (all stages of pathway)",2021-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
27641,"patients waiting less than 26 weeks (all stages of pathway)",2021-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
20899,"patients waiting less than 26 weeks (all stages of pathway)",2021-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
15790,"patients waiting less than 26 weeks (all stages of pathway)",2021-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
12173,"patients waiting less than 26 weeks (all stages of pathway)",2021-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
9775,"patients waiting less than 26 weeks (all stages of pathway)",2021-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
7666,"patients waiting less than 26 weeks (all stages of pathway)",2021-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
6126,"patients waiting less than 26 weeks (all stages of pathway)",2021-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
4771,"patients waiting less than 26 weeks (all stages of pathway)",2021-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
3865,"patients waiting less than 26 weeks (all stages of pathway)",2021-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
2783,"patients waiting less than 26 weeks (all stages of pathway)",2020-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
2112,"patients waiting less than 26 weeks (all stages of pathway)",2020-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
1680,"patients waiting less than 26 weeks (all stages of pathway)",2020-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
1314,"patients waiting less than 26 weeks (all stages of pathway)",2020-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
1096,"patients waiting less than 26 weeks (all stages of pathway)",2020-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
880,"patients waiting less than 26 weeks (all stages of pathway)",2020-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
683,"patients waiting less than 26 weeks (all stages of pathway)",2020-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
526,"patients waiting less than 26 weeks (all stages of pathway)",2020-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
350,"patients waiting less than 26 weeks (all stages of pathway)",2020-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
279,"patients waiting less than 26 weeks (all stages of pathway)",2020-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
241,"patients waiting less than 26 weeks (all stages of pathway)",2020-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
234,"patients waiting less than 26 weeks (all stages of pathway)",2020-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
221,"patients waiting less than 26 weeks (all stages of pathway)",2019-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
216,"patients waiting less than 26 weeks (all stages of pathway)",2019-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
211,"patients waiting less than 26 weeks (all stages of pathway)",2019-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
211,"patients waiting less than 26 weeks (all stages of pathway)",2019-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
192,"patients waiting less than 26 weeks (all stages of pathway)",2019-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
208,"patients waiting less than 26 weeks (all stages of pathway)",2019-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
162,"patients waiting less than 26 weeks (all stages of pathway)",2019-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
169,"patients waiting less than 26 weeks (all stages of pathway)",2019-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
167,"patients waiting less than 26 weeks (all stages of pathway)",2019-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
166,"patients waiting less than 26 weeks (all stages of pathway)",2019-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
172,"patients waiting less than 26 weeks (all stages of pathway)",2019-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
207,"patients waiting less than 26 weeks (all stages of pathway)",2019-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
740954,"patients waiting less than 26 weeks (all stages of pathway)",2025-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
757866,"patients waiting less than 26 weeks (all stages of pathway)",2025-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
781240,"patients waiting less than 26 weeks (all stages of pathway)",2025-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
790407,"patients waiting less than 26 weeks (all stages of pathway)",2025-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
795360,"patients waiting less than 26 weeks (all stages of pathway)",2025-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
795433,"patients waiting less than 26 weeks (all stages of pathway)",2025-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
796396,"patients waiting less than 26 weeks (all stages of pathway)",2025-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
798180,"patients waiting less than 26 weeks (all stages of pathway)",2025-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
791607,"patients waiting less than 26 weeks (all stages of pathway)",2025-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
790020,"patients waiting less than 26 weeks (all stages of pathway)",2025-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
793946,"patients waiting less than 26 weeks (all stages of pathway)",2025-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
796802,"patients waiting less than 26 weeks (all stages of pathway)",2025-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
800395,"patients waiting less than 26 weeks (all stages of pathway)",2024-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
802268,"patients waiting less than 26 weeks (all stages of pathway)",2024-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
802132,"patients waiting less than 26 weeks (all stages of pathway)",2024-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
801307,"patients waiting less than 26 weeks (all stages of pathway)",2024-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
800163,"patients waiting less than 26 weeks (all stages of pathway)",2024-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
796631,"patients waiting less than 26 weeks (all stages of pathway)",2024-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
791511,"patients waiting less than 26 weeks (all stages of pathway)",2024-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
787949,"patients waiting less than 26 weeks (all stages of pathway)",2024-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
775031,"patients waiting less than 26 weeks (all stages of pathway)",2024-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
768899,"patients waiting less than 26 weeks (all stages of pathway)",2024-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
762522,"patients waiting less than 26 weeks (all stages of pathway)",2024-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
754814,"patients waiting less than 26 weeks (all stages of pathway)",2024-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
756333,"patients waiting less than 26 weeks (all stages of pathway)",2023-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
758510,"patients waiting less than 26 weeks (all stages of pathway)",2023-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
764197,"patients waiting less than 26 weeks (all stages of pathway)",2023-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
760853,"patients waiting less than 26 weeks (all stages of pathway)",2023-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
760027,"patients waiting less than 26 weeks (all stages of pathway)",2023-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
757135,"patients waiting less than 26 weeks (all stages of pathway)",2023-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
754041,"patients waiting less than 26 weeks (all stages of pathway)",2023-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
748160,"patients waiting less than 26 weeks (all stages of pathway)",2023-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
743060,"patients waiting less than 26 weeks (all stages of pathway)",2023-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
734721,"patients waiting less than 26 weeks (all stages of pathway)",2023-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
731102,"patients waiting less than 26 weeks (all stages of pathway)",2023-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
734116,"patients waiting less than 26 weeks (all stages of pathway)",2023-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
735136,"patients waiting less than 26 weeks (all stages of pathway)",2022-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
748271,"patients waiting less than 26 weeks (all stages of pathway)",2022-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
753293,"patients waiting less than 26 weeks (all stages of pathway)",2022-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
754677,"patients waiting less than 26 weeks (all stages of pathway)",2022-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
750283,"patients waiting less than 26 weeks (all stages of pathway)",2022-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
743229,"patients waiting less than 26 weeks (all stages of pathway)",2022-07-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
732241,"patients waiting less than 26 weeks (all stages of pathway)",2022-06-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
722147,"patients waiting less than 26 weeks (all stages of pathway)",2022-05-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
707098,"patients waiting less than 26 weeks (all stages of pathway)",2022-04-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
701411,"patients waiting less than 26 weeks (all stages of pathway)",2022-03-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
691885,"patients waiting less than 26 weeks (all stages of pathway)",2022-02-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
688836,"patients waiting less than 26 weeks (all stages of pathway)",2022-01-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
685232,"patients waiting less than 26 weeks (all stages of pathway)",2021-12-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
684183,"patients waiting less than 26 weeks (all stages of pathway)",2021-11-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
681530,"patients waiting less than 26 weeks (all stages of pathway)",2021-10-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
670617,"patients waiting less than 26 weeks (all stages of pathway)",2021-09-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
658894,"patients waiting less than 26 weeks (all stages of pathway)",2021-08-01,"wales","persons","all ages","rtt_patient_waiting_length.csv"
